Entity Name,Salience(https://en.wikipedia.org/wiki/Dieting),Kw Count (https://en.wikipedia.org/wiki/Dieting)
Nutr Res Rev.,0.00011879820522100001,1
Nutrigenomics,0.00042722371290400006,1
Nutrition,0.000798699242294,3
Nutrition in Clinical Practice,0.0008773789741090001,2
Nutrition psychology,0.000300501385936,1
Nutrition scale,0.00020118369138700002,1
O'Rourke,8.142621663864702e-05,1
O'neill,3.5795757867163054e-05,1
Obes Rev,0.000136031507281,2
Obese Young Adults: A Randomized Controlled Trial,5.088767284178176e-05,1
Obesity,0.007458361040333,7
Obesity medicine,0.0015418214024970002,1
Obesity paradox,0.000998676288872,1
"Obesity, Society",0.00030498343403400003,1
Ohman,0.000118783354992,1
Omnivore,5.687462180503645e-05,1
One,0.000633015995845,6
One Blue Dot,0.000117845105705,1
Opinions,0.00018388171156400002,1
Orlando,5.6913228036137305e-05,1
Ornish,5.6913228036137305e-05,1
Osteoarthritis,0.0007939622737460001,1
Overeaters Anonymous,0.00011891747271800001,1
Overnutrition,0.0014240236487230002,1
Overweight,0.0015374935901480001,2
P,9.26913635339588e-05,1
P.,6.414508970919998e-05,3
PBS Frontline,5.6903096265159554e-05,1
PCOS,0.00046989574912000004,1
PDF,0.0023997654425325803,6
PGC-1α,7.479253690689802e-05,1
PLOS Medicine,0.000158564478624,1
PMC,0.001243203878402,8
PMID 12588072,0.000205777367227,1
PMID 12778049,0.000143638564622,1
PMID 12949357,9.02959509403445e-05,1
PMID 15971946,0.000205567324883,1
PMID 16174870,0.00020545540610300003,1
PMID 16389240,0.000274842110229,1
PMID 16864756,9.031599620357157e-05,1
PMID 16940205,9.018955461215229e-05,1
PMID 17469900,0.000500541238579,3
PMID 17538594,0.000143576195114,1
PMID 17636786,0.00010206101433100001,2
PMID 19246357,0.00047159224050100004,2
PMID 19555520,0.000322327046887,2
PMID 20212495,0.00020554453658400002,1
PMID 20425575,0.00027388086891700004,1
PMID 21261939,0.00020565587328700001,1
PMID 22290535,0.00020571831555500002,1
PMID 22392863,0.00027457968099,1
PMID 24222017,0.0002996622934,1
PMID 25182101,9.020316065289081e-05,1
PMID 25182116,0.000274713587714,1
PMID 25293593,0.000273938669124,1
PMID 25387778,9.021693404065446e-05,1
PMID 26135345,9.024028258863838e-05,1
PMID 28137935,0.00020540341211000001,1
PMID 28214525,0.00047179040848200005,2
PMID 30194696,9.01761159184389e-05,1
PMID 30476522,0.00020543360733400002,1
PMID 6259925,9.033898822963239e-05,1
"Pacanowski, C",8.141401485772803e-05,1
Paediatrics Gastroenterology,0.000261145614786,1
Page information,9.596062591299416e-05,1
Palgrave Pivot,5.692697959602811e-05,1
Panic,0.00010858510358900001,1
Part,0.001008698833175,1
Patterns,6.050699448678642e-05,1
Peertrainer,0.000118922886031,1
People,0.00042114866664600005,1
Perspectives,0.000129238920635,1
Pescetarian,5.687247903551907e-05,1
Petocz,4.604164132615552e-05,2
"PhD, Barry",0.000123692545457,1
Phenylalanine,9.613450674805792e-05,1
Phosphorus,9.608125401427971e-05,1
Physiological Validation of the Concept of Glycemic Load,4.074792741448618e-05,1
Pi-Sunyer,0.00041477731429,2
Pica,9.618526382837446e-05,1
Planning to Go on a Diet,9.216605394612999e-05,1
Pleasure,0.00018381791596700002,1
Poirier,3.575403752620332e-05,1
"Pories, WJ",0.00010857166489500001,1
Português,8.46313123474829e-05,1
Position Paper on Vegetarian Diets,5.692236663890072e-05,1
Potassium,9.607972606318073e-05,1
Prediabetes,0.0007938152411950001,1
Pressler,0.00015929357323300002,1
Print,0.00010926203685800001,1
Privacy Policy,0.000109200795122,1
Privacy policy,0.00010919780470400001,1
Profile Books,0.000162370299221,1
Proline,9.613289876142518e-05,1
Protein,0.000731651787646,2
Psychological Medicine,0.00036076354444900005,2
Public,0.0019676561933,2
R,0.000118783354992,1
R.H.,3.5801913327304646e-05,1
RA,3.574851871235296e-05,1
RCTs,3.5752189432969324e-05,1
RED-S,0.0010377698345100002,1
RF,0.000118783354992,1
RG,0.000118783354992,1
RJ,0.000118783354992,1
Rastafari,5.685662108589896e-05,1
Raw foodist,0.000244842900428,1
References,0.002061326958936,3
Regulation,0.000819595530629,1
Review,0.000494871783302,2
Rinfret,3.575403752620332e-05,1
Rissanen A,0.00010925663082100001,1
Robert C Frederich,0.00018683196685700002,2
Ronald Krauss,0.00021659335470700002,2
Ryan,0.000118783354992,1
S.M.,3.575403752620332e-05,1
S102-38,0.000108952612208,1
S2CID 13151225,0.000145542086102,1
S2CID 28974642,7.629662286490202e-05,1
S2CID 4515906,4.80054586660117e-05,1
S2CID 53712116,0.000109168584458,1
SE,8.14036829979159e-05,1
SJ,0.000118783354992,1
SZ,0.000118783354992,1
Sacks FM,0.00010944282985200001,2
"Samman, S.",4.46931844635401e-05,1
Samuels,0.00024770665913800003,3
Schiffrin,3.575403752620332e-05,1
"Schooff, Michael",0.000101818863186,1
School of Molecular and Microbial Biosciences,4.468185943551361e-05,1
Schwartz,6.480377487605438e-05,1
Schwarz,4.069939677719958e-05,1
ScienceDaily.,4.7964495024643845e-05,1
Scottish,0.00046480633318400004,1
Search,0.000128727013361,1
Selenium,0.00010940061474600001,1
Selenocysteine,0.00010946109250600001,1
Sellke,0.000118783354992,1
Semi-vegetarianism,5.684624557034113e-05,1
September 2003,0.0,1
September 2020,0.0,5
Serine,0.00010945927351700001,1
Set-Point Theory,0.00134513771627,4
Sewall,8.141401485772803e-05,1
Shen,0.000118783354992,1
Shoen,8.141401485772803e-05,1
Siemieniuk,3.574851871235296e-05,1
Sikh,5.685557698598132e-05,1
Slate Magazine,5.693162165698596e-05,1
Sleep apnea,0.0007936704205340001,1
Slow-Carb,0.00012405050802000002,1
"Smith SC, Jr",0.000118783354992,1
Society,0.0014062212430860001,2
Sodium,0.000109398883068,1
Sonia,8.142621663864702e-05,1
St-Onge,7.467878458555788e-05,1
Starvation,0.001066814409568,1
Starvation response,0.0007955703767940001,1
Statistics,0.00012859594426100002,1
Steinbeck,3.5795757867163054e-05,1
Stevens,0.000270507967798,2
"Story, Mary",0.00010167842265200001,1
Stroke,0.000137804774567,1
Strychar I,0.000118744472274,1
Summermatter,0.00023155356757300003,2
Suomi,5.666046490659938e-05,1
Superfood,0.000398720934753,2
Supplement diets,0.000395419308915,1
Svenska,5.665967910317705e-05,1
Swan,3.578768883016892e-05,1
Sydney,5.7484114222461364e-05,2
Sørensen TI,8.147105108946562e-05,1
T.M.,3.5801913327304646e-05,1
TA,0.000118783354992,1
TOPS Club,0.00011891747271800001,1
TOS,0.000118773532449,1
Table,0.000201149159693,1
Tagalog,5.6658893299754716e-05,1
Talk,0.00025749226915500005,2
Taylor,3.5801913327304646e-05,1
Terms of Use,0.00019383522158,1
"Tewfik, Ihab",0.00010873517021500001,1
Text,0.000115366376121,1
The Ethics of Diet - A Catena,0.00030589071684500004,1
The Heavy Price of Losing Weight,6.48326677037403e-05,1
The Two Faces of Fat,5.689863610314206e-05,1
Thinness,0.000137931288918,1
Third National Health and Nutrition Examination Survey Linked Mortality File,0.000901241146493,2
"Thom, G",0.00029152247589000005,2
Thomas A.,0.00034701777622100005,4
Thomas DE,3.5779761674348265e-05,1
Thorlund,3.574851871235296e-05,1
Threonine,5.6784236221574254e-05,1
Tiếng Việt,5.665575736202299e-05,1
Tofu,9.623482765164228e-05,1
Tomaselli,0.000118783354992,1
Tomiyama,0.00024770665913800003,3
Tools,0.000109276210423,1
Traci,8.151801011990756e-05,1
Trapp,0.00010855175059900001,1
Trisolini,0.000118783354992,1
Tryptophan,9.612651774659754e-05,1
Two,0.0,1
Type 1,0.001334402826614,1
Type 2 diabetes,0.001369611592963,1
Types,0.001818631368223,2
Tyrosine,9.612493158783765e-05,1
US News,5.693629645975306e-05,1
USA Today,5.694100400432945e-05,1
UTC,5.6652639614185325e-05,1
Underweight,0.001256459712748,2
University of Sydney,0.000136460235808,3
Usefulness,0.000183755881153,1
V.,3.578768883016892e-05,1
VJ,0.00014830725558500002,1
VS,0.000118783354992,1
Valine,6.465497426688671e-05,1
Vanadium,9.607514220988379e-05,1
"Varady, K",8.14036829979159e-05,1
Variants,0.00010930989083100001,1
Vegetarian Diet Pyramid,0.000247457937803,1
Vegetarianism,0.000136832662974,1
Victoria L.,0.00011997797992000001,2
Views,0.000128736544866,1
Vitamin A,7.614432979607955e-05,1
Vitamin B,0.0013648369058460001,8
Vitamin C,0.000143546538311,1
Vitamin D,0.00010943051165600001,1
Vitamin E,9.189957199851052e-05,1
Vitamin K,7.612940680701286e-05,1
Vitamins,0.000183259136974,1
WILLIAM BANTING: The Father of the Low-Carbohydrate Diet,0.00016131854499600002,1
WK,0.000118783354992,1
Wadden,0.000145436628372,2
Waist,0.0009083003969860001,1
Wakil,3.575403752620332e-05,1
Wall,8.143679588101804e-05,1
Walter Willett,0.0007941654766900001,3
Water,0.001542092184535,2
Webb,0.00010883330833100001,1
Weight,0.000525785260833,1
Weight Changes,0.00020599327399300002,1
Weight Loss,0.0007534168253170001,3
Weight Management,0.0005218863661860001,2
Weight Watchers,0.000279754283837,3
Weight class,0.0009869425557550002,1
Weight cutting,0.0007906161481510001,1
Weight gain,0.001004201243631,1
Weight loss,0.002336021047085,1
Weight loss camp,0.0007922062650320001,1
Weight loss coaching,0.0007920835632830001,1
Weight loss effects,0.00041420035995500004,1
Weight loss groups,0.001477179292122,2
Weight management,0.001299316994845,1
Weight science,0.00018502661259800002,1
Western,8.49420321173966e-05,1
Westling,0.000296325306408,3
Westmead,0.000162072581588,1
Westport,0.000162426484166,1
Wikidata,0.000129513486172,2
Wikimedia Commons,0.000319384038448,2
"Wikimedia Foundation, Inc.",0.000940435682423,1
Wikipedia,0.035515330731868,10
Wikiquote,0.000152490203618,2
Wikisource,0.00011466207070000001,1
William Banting,0.006057198625057001,7
"Williams, Geoff",9.21736500458792e-05,1
Win-Win,7.990496669663116e-05,1
Wnek,0.000118783354992,1
Wolever,3.5801913327304646e-05,1
Wolfe,0.000118783354992,1
Wolin,0.000108754218672,1
Women,0.00032527546864000005,1
Word,0.00010974379983900001,1
Wu,3.574851871235296e-05,1
Yanovski,0.000118783354992,1
Yo-yo effect,0.0014938056701790001,1
Young,9.26913635339588e-05,1
Z.I.,3.578768883016892e-05,1
Zarraga,3.5743072658078745e-05,1
Zhong,8.141401485772803e-05,1
"Zhuo, W",8.141401485772803e-05,1
Zinc,9.607362153474243e-05,1
Zone Diets,0.00039589236257500004,1
^ Levitsky,8.141401485772803e-05,1
account,9.600567136658357e-05,1
accuracy disputes,0.00010933613521000001,1
activity,0.00019918316684100002,1
adherence,0.001126312679843,2
adipose tissue,0.000226719683269,1
adults,0.00037188114219956344,2
advice,0.00010939368075900001,1
age,0.000296399724902,1
air,0.0007868534303270001,1
amount,0.000296587037155,1
analysis,0.000171063686138,1
another,0.0012350950564720001,2
answer,0.0007259271515050001,3
approach,0.00019928942492600002,1
article,0.015858359765837004,15
articles,0.0018284499383280002,6
aspects,0.0007918426999820001,1
authors,0.00030489033088000004,1
authors list,0.00034923957718900004,2
average,0.000453795408247,2
basis,6.060638042981737e-05,1
beer,0.000786370714195,1
behaviors,0.00019918316684100002,1
benefit,0.000267152907326,1
benefits,0.001253414433449,1
bestseller,0.00031596180633600005,1
beverages,0.000458676804554,2
biomarkers,0.00019928942492600002,1
blood glucose,0.00036965424078500003,1
blood sugar levels,0.000675742310703,2
bloodstream,0.00039778579957700004,1
body,0.009627288760379998,11
body mass,0.001932392042362,3
body protein,0.000298144499538,1
body weight,0.004230221878968,3
book,0.000274874066235,1
booklet,0.005841625737957001,2
both,0.00012176736345200001,1
brain,0.000564413523534,2
brand,0.000248918164288,1
bread,0.00033775839256100005,1
butter,0.000786370714195,1
by-products,0.000205434233066,1
calorie,0.0013290525530460001,2
calorie counting,0.00044372826232500005,1
calorie diet,0.0012175104347980001,1
calorie diets,0.0012174282455810002,1
calorie intake,0.0028093945584240004,4
calories,0.004001954686826,5
cancer,0.0007941115763960001,1
carbohydrate,0.01342918841692,7
carbohydrate exchange,6.060638042981737e-05,1
carbohydrate intake,0.000412053690524,1
carbohydrates,0.001653393759623,3
carbon,0.00022915244335300003,1
carbon dioxide,0.000594719254877,2
cases,0.00024887645849900003,1
catabolism,0.000199121583136,1
categories,0.000143444471177,1
celery,0.000199540983885,1
cells,0.00045349742867900004,2
challenge,0.000479302601887,2
change,0.00030090031214000004,1
changes,0.000286683629382,2
charities,0.000201326925889,1
choice,0.00022704883303900002,1
choices,0.00018136732978700002,1
citation,9.603620128473268e-05,1
claims,0.00051005318528,1
coffee,0.000199400543351,1
columnist,0.00029709056252600003,1
compliance,0.000333730742568,1
complications,0.00053403439233,1
composition,0.000495897373184,1
concept,0.000477842608233,1
concepts,0.0021568741649380004,2
conditions,0.0007972887833600001,1
consumption,0.0011650883825490002,1
control,0.000771410675951,2
cooking,0.000251308578299,1
corsets,0.00018403383728500002,1
crash diet,0.0024755804333830003,2
crash dieting,0.00121694477275,1
crash diets,0.000242774287471,1
customs,0.000201299422769,1
cycle,0.0022290882770890003,3
dairy consumption,0.000283545203274,1
death,0.00022460942273000003,1
decline,0.00029660845757400003,1
deficit,0.0009026046027420001,1
density lipoprotein,0.00037032595719200005,1
description,0.000447375699877,2
details,0.0007895284797990001,1
deterioration,6.89453590894118e-05,1
determinants,0.0009004577877930001,1
development,0.000226813179324,1
diabetes,0.003038763301445001,3
diabetes mellitus,0.0008957727113730001,1
diaita,0.003909645136445,1
diet,0.082745486230105,33
diet foods,0.001047036726959,1
diet journal,0.00109662907198,1
diet products,0.000703248661011,1
diet programs,0.00024895122624,1
diet right,0.000237666943576,1
diet stops,0.0006113231647750001,1
diet success,0.005588265485129001,2
dieter,0.0016469421098,2
dieters,0.012527661747296002,5
dieting,0.009674085042203,9
dieting results,0.000912914285436,1
dietitians,0.003480892279184,2
diets,0.05402417197181299,40
diets results,0.0013571347808460001,1
difference,0.000199344343855,1
discovery,0.0008957727113730001,1
diseases,0.0012315316125750002,1
dispute,0.00022727820032700003,1
doi,0.012463933118839003,26
drink,0.000787068041972,1
duration,0.000424226018367,1
e171,0.0005340724601410001,2
eating,0.001257031748535,3
eating disorder,0.000581859188968,2
eating disorders,0.000343833788065,1
editorial,0.000463776785181,1
effect,0.0014336052990980002,3
effectiveness,0.000609620532486,1
effects,0.0036276111786690004,5
electrolyte imbalances,0.00033733760938,1
emphasis,0.0008894256316120001,1
encyclopedia,0.001029707374982,1
energy,0.003850860142846,6
energy deficit,0.001279609976336,1
energy intake,0.000250984157901,1
energy source,0.00046152345021200004,1
energy sources,0.000310465838992,1
environment,0.001127872179495,2
errors,0.000675271774524,3
events,9.598433825885878e-05,1
everyone,0.000982463825494,1
evidence,0.001674883576923,5
examples,0.0017949757166200002,1
excess,0.00022674276260600001,1
exercise,0.0018511971284160002,3
exercise intervention,0.00034403597237500004,1
experts,0.00012045897165,1
export,9.595648589311169e-05,1
factor,0.000814109196653,2
factors,0.00044269650243200005,1
failures,0.00020152858633,1
fast,0.000418278126744,1
fasting,0.0029011093429260003,6
fat,0.0025894599966680004,4
fats,0.000619125377851,2
fatty acids,0.0008948300965130001,1
feeding,0.001737361075356,2
fetishism,0.0007913784356780001,1
file,0.00022532773436800002,2
fish,0.00019945808162400003,1
fitness,9.604953811503948e-05,1
five,0.0,2
food,0.007343279343329001,6
food diaries,0.000130872969748,1
food diary,0.00027013738872400003,1
food log,0.00018253712914800002,1
food nutrients,0.000427113351179,1
food waste,0.00022703591093800002,1
foods,0.0056127552525120005,6
foods overconsumption,0.000353955139871,1
form,0.000619973667198,2
former,0.00023338537721400001,1
forms,0.00024919657153,1
four,0.0,3
fruits,0.0014014713233330002,2
glucose,0.001352466060779,2
glycaemic index,0.000393079855712,2
glycemic index,0.004865468479691,4
glycemic index foods,0.001510143512858,2
glycemic load,0.000556138344109,1
glycerol,0.000387527717975,1
glycogen,0.000576184480451,1
glycogen stores,0.00036965424078500003,1
glycogenolysis,0.000387606938602,1
glycosuria,0.00153089268133,1
goal,0.00019928942492600002,1
gout,0.00029626046307300004,1
greens,0.0008954597869880001,1
grocery-shopping,0.000184653661563,1
groups,0.0009019566059560002,3
guideline,0.0005716802552330001,2
gym memberships,0.000201354734599,1
harm,6.0541315178852535e-05,1
health,0.005120707821331,7
health benefits,0.000431887121521,2
health effects,0.00041026104008700005,1
health problems,0.002247740281745,2
heart function,6.054934056010098e-05,1
herbs,0.000199540983885,1
hip ratio,0.000995935872197,1
history,0.000418251554946,2
hormesis,6.0541315178852535e-05,1
https://en.wikipedia.org/w/index.php?title=Dieting&oldid=981038551,5.673430860042573e-05,1
human body,0.001192462281323,2
human food intake,0.000250984157901,1
humans,0.000172074433066,1
hydration,0.000199400543351,1
idea,7.652193016838282e-05,1
impacts,0.00022715439263200002,1
implementation,0.00022680131951300001,1
imprecision,0.00015692939632500001,1
improvements,0.00022692230413600003,1
increase,0.000199225120013,1
index,0.000565378635656,1
individual,0.0014770394773210003,2
individuals,0.0011233464465460002,3
insulin release,0.000296630023512,1
intake,0.0022046641388430003,3
intake values,0.000296399724902,1
intermittent fasting,0.0008983913648970001,3
interval,0.000614884833339,1
intervals,0.0005111350328660001,1
intervention,0.000413869158364,1
interview,0.00033257251197800003,2
issue,0.0012097120052200002,1
issues,0.0031807615014240002,4
item,9.595786104910077e-05,1
ketones,0.000230109202675,1
ketosis,0.000337832898367,1
kind,0.001006474194582,2
kinds,0.000986190862022,1
latter,0.00023337475431600002,1
lead,0.0011882783146570002,2
lentils,0.000296630023512,1
life,0.00016136145859400002,1
lifestyle,0.002979308599604,3
link,0.00036438718961900006,2
links,0.001676739644606,4
lipid profiles,0.000397699594032,1
lipolysis,0.00025169327273000003,1
liver,0.00022675437503400002,1
load,0.00046229548752300004,1
load diets,0.0020654765539790004,3
longevity,0.000172214204212,1
loss,0.0027176970033890003,3
low-carbohydrate,0.00431881463737,4
low-glycemic index diet,0.005974514409899,1
luxury foods,0.0020024450495830003,1
macronutrients,0.0015936084673720003,3
maintenance issues,0.00014342258509700002,1
malnutrition,0.000618553865933,2
management,0.000650865869828,2
meals,0.0031893624109180004,5
means,0.0007866435917090001,1
measures,0.00024882171419400004,1
meat,0.001322080701356,2
meat diet,0.003230400849133,1
mechanism,0.00027021599817,1
mechanisms,0.00027026949101100004,1
media,0.00018750129675000003,1
men,0.000285666988929,1
menus,0.000251308578299,1
meta-analysis,0.0030835362704192465,8
metabolic syndrome,0.000911441049538,1
metabolism,0.00036707299295800003,1
method,0.001054211636073,1
military,9.617526666261257e-05,1
milk,0.002545185328925,3
mix,0.00019935549062200002,1
mobilization,0.000199121583136,1
model,0.0007863037171770001,1
money,0.00015931764210100002,1
morbidity,0.0007952266605570001,1
mortality,0.000801071582826,3
mortality risk,0.000336732482537,1
muscle,0.00074169243453,2
muscle mass,0.00044248852645900003,1
muscle thermogenesis,0.00022694714425500003,1
muscle wasting,0.00022727820032700003,1
muscles,0.000297438906272,1
names,0.0002919374092,2
navigation,0.0010260660201310001,1
notion,0.0020154631347390002,3
number,0.00028475592262100003,1
nutrition,0.0017049517482510001,1
nutrition department,9.632932051317768e-05,1
obesity,0.019080771555301,15
obesity treatments,0.0015229276614260002,3
one,0.002495816501321,7
organization,0.00011973814980500001,1
organizations,0.000502673879963,2
original,0.000183840893441,1
others,0.001432861579813,4
outcome,0.000985950347967,1
outcomes,0.00022946966055300002,1
outline,0.0007925840327510001,1
overeating,0.000357694254489,1
overweight,0.0006793911379620001,4
page,0.00046597767504700003,3
pages,0.000452963882707,2
pamphlet,0.0030776516068710003,3
paradigm shift,0.00015710375737300003,1
paradox,0.000119938071293,1
part,0.00025153110618700004,1
participants,0.000576202350202,1
people,0.002807032578856,4
percentage,0.00033803848782500005,1
person,0.0005583680758710001,2
perspective,0.001087243668735,1
phase,0.00019930030975900002,1
physician,0.00042114866664600005,1
plan,0.0018351342296220002,2
planet,9.799025428947063e-05,1
plant proteins,0.000297928520012,1
popularity,0.000889274582732,1
portal,0.00014346219541000002,1
portions,0.000740018149371,2
practice,0.016908425837755002,2
practices,0.00028617942007200004,1
presence,0.000267124793026,1
print,0.00033831081236700004,1
procedures,0.000300988584058,1
process fats,0.000248599535552,1
professional,0.000287174974801,1
program,0.00022725376766100002,1
programs,0.00026993651408700005,1
projects,9.595236770110206e-05,1
protein,0.00044317118590600003,1
protein intake,0.000539643864613,1
quantities,0.000787068041972,1
question,0.0007862371276130001,1
quotations,9.633691661292688e-05,1
rating systems,0.00022906932281300003,1
ratio,0.0009956663707270002,1
reading,0.0011035155039270002,2
recommendation,0.0008957727113730001,1
recommendations,0.00022162694949600002,1
reduction,0.003685899573609,4
reference,0.00014970950724000002,1
references,0.001777401135768,3
remainder,0.00019914194126600002,1
report,0.00022894394351100002,1
research,0.000337783072609,1
respiratory system,0.0002295178856,1
rest,0.00031117026810500005,1
restaurant menus,0.000251308578299,1
restriction,0.00046267194557,1
restriction diet,0.000395341281546,1
restrictions,0.00014999481209,1
result,0.000664609251543,2
results,0.000524583287187,2
review,0.002799607798802,8
reviews,0.000122277691843,1
risk,0.000495739572215,1
risk factors,0.0005950634367750001,2
risks,0.0008333357400250001,2
salad dressing,0.00019935549062200002,1
schedule,0.00022940436610900002,1
scheduling strategies,0.00024838518584100003,1
scope,9.602447244105862e-05,1
search,0.0016356894047930002,3
series,0.0009199407068080001,1
sh85112139,5.6736062106210745e-05,1
shift,0.00020051759202000002,1
side effects,0.000609208014793,1
site,9.709131700219588e-05,1
six,0.0,1
sixty billion,0.0,1
sixty billion dollars,0.0,1
snacks,0.000201459508389,1
society,0.000285834248643,1
sodas,0.000201354734599,1
sodium,0.00010954559547800001,1
some,0.00034401720040400005,1
source,0.00035264380858200005,1
sources,0.004230369173455,3
starch,0.001054479274898,1
starvation,0.00039736938197100003,1
statements,0.00012876740947800002,1
stigma,0.00079072144581,1
stores,0.000248612166615,1
studies,0.0020416404586260004,6
study,0.0009188406111200001,3
subject,0.000810806755907,1
substitutions,0.00022699752298600002,1
success,0.000982113182544,1
sugar,0.001401359128066,2
sugars,0.000283783912891,1
sum,0.000366710519301,2
summary,0.00022975122556000003,1
supervision,0.0007942469965190001,2
support,0.000550765005755,2
t,0.00118891171587,2
talk page,0.002632156712933,2
tap water,0.000310836971038,1
tea,0.000199400543351,1
template message,0.0032578515820190007,3
template messages,0.001092685735784,1
term,0.003916349931386,4
terms,0.00020615092944300002,1
test,8.658310252940284e-05,1
testing procedure,0.001174822682514,1
theory,0.00028650520835,1
thermogenesis,0.00022693470236800003,1
timeframe,0.000314107630401,1
tools,0.00010932458826500001,1
toxins,0.00019955306197500002,1
trial,0.00044300826266400003,1
trials,0.001109142525818,3
tries,0.000421591219492,1
twelve,0.0,1
type,0.0008307853713620001,2
type 2 diabetes,0.0015934070106590002,1
types,0.00016121282533200002,1
unbalance,0.00029618325061100004,1
undertaker,0.0009820270352060001,1
urine,0.0007866435917090001,1
use,0.0010116435296350001,3
v,0.0010096461337510002,2
variety,0.00033738228376000004,1
vegan,0.000109580956632,1
veganism,0.000109590946522,1
vegetables,0.0016859436873340001,3
vegetarianism,0.00030166280339400005,1
version,9.595373558113353e-05,1
view,0.00104367212043,2
water,0.0013819669838990001,3
water consumption,0.00021569847012800001,1
way,0.0008996364194890001,1
weight,0.014101701322936,12
weight change procedures,0.000300988584058,1
weight gain,0.001254763075848,2
weight loss,0.022711155674174997,27
weight loss diets,0.0063314832514140005,3
weight loss groups,0.00030070228967800003,1
weight loss plans,0.00032564354478300004,1
weight loss procedures,0.000301003485219,1
weight maintenance,0.000283415865851,1
weight management,0.00032604008447300004,1
weight reduction,0.00030081413569800003,1
weight-control measures,0.00022814545081900002,1
weight-loss,0.0005314323934720001,1
weight-loss book,0.0021135553542980003,3
weight-loss maintenance,0.000240216599195,1
weight-loss programs,0.000245136441662,1
weight-loss regimen,0.000901653897017,1
wine,0.000786438176874,1
women,0.00028974120505100004,1
word,0.00089634291362,1
www.bda.uk.com,4.464340599952265e-05,1
Čeština,5.667477307724767e-05,1
Български,5.667557707056404e-05,1
Македонски,5.666440847562627e-05,1
Тоҷикӣ,5.665653952746653e-05,1
